,num,name,sr,hr,lr,bic
354,354,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0201,190826,191023,11965,191738
355,355,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0241,167203,167647,10583,169824
356,356,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0295,180008,180300,11269,180251
357,357,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0703,141963,142878,9066,146084
358,358,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0906,97188,96940,6062,96632
359,359,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0314,13936,15537,738,10962
360,360,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0585,0,0,0,0
361,361,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0562,127243,127221,7968,127853
362,362,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0992,2703,2556,155,2440
363,363,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0159,55989,56028,3503,55879
364,364,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0030,121653,122720,7729,124459
365,365,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0322,134674,134789,8451,134868
366,366,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0030,142670,140748,8968,144424
367,367,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0599,167024,167161,10493,168100
368,368,682789_1269014_2017-08-10_1018_BGRN_Analytic_s0248,116582,116543,7306,117024
369,369,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0437,166767,167899,10581,170331
370,370,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0479,74731,74429,4622,73323
371,371,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0591,188022,188491,11790,188680
372,372,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0050,184276,186858,11860,190108
373,373,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0893,0,0,0,0
374,374,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0190,105431,106634,6690,107664
375,375,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0008,134611,133956,8518,136983
376,376,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0361,132706,133104,8305,133117
377,377,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0551,190158,190669,11975,192063
378,378,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0844,6885,6787,371,5792
379,379,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0300,156695,157880,9949,159611
380,380,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0074,112086,110790,7007,113031
381,381,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0752,68569,68469,4282,68526
382,382,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0246,78335,77708,4817,76721
383,383,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0056,45253,45340,2811,44360
384,384,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0068,8674,7317,358,5636
385,385,715013_1166017_2017-08-27_1032_BGRN_Analytic_s0118,165915,165979,10490,168264
386,386,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0695,3400,3148,160,2337
387,387,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0019,0,0,0,0
388,388,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0889,153088,152997,9634,154328
389,389,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0947,179639,180937,11514,185318
390,390,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0190,0,0,0,0
391,391,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0353,140212,140730,8866,141874
392,392,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0348,3099,3048,150,2313
393,393,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0216,8726,8299,456,6951
394,394,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0175,0,0,0,0
395,395,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0780,141569,141487,8894,142311
396,396,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0332,31084,29593,1786,27615
397,397,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0547,152761,153084,9617,154270
398,398,676207_1269313_2017-08-08_0f15_BGRN_Analytic_s0027,105136,105496,6607,105984
399,399,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0030,214338,215113,13501,216142
400,400,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0605,112666,114066,7115,113875
401,401,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0234,121881,119602,7498,119536
402,402,676207_1269313_2017-08-08_0f15_BGRN_Analytic_s0069,186375,186497,11662,186499
403,403,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0399,187264,187798,11763,188412
404,404,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0794,162556,164003,10410,167689
405,405,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0176,86213,86424,5429,86922
406,406,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0481,1527,1558,75,1110
407,407,521630_1166117_2017-05-28_1008_BGRN_Analytic_s0125,205395,206001,12890,206667
408,408,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0009,146324,146568,9339,150195
409,409,660571_1269313_2017-08-01_1028_BGRN_Analytic_s0679,206199,206815,13006,208627
410,410,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0208,75224,75172,4700,75236
411,411,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0708,102112,103309,6396,102450
412,412,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0073,97466,97236,6079,97284
413,413,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0194,205757,205926,12892,206322
414,414,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0507,5180,5087,302,4623
415,415,682789_1269014_2017-08-10_1018_BGRN_Analytic_s0224,144245,144914,9065,145053
416,416,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0411,127839,128670,8075,129406
417,417,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0282,86616,86342,5492,88197
418,418,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0492,165640,166095,10390,166232
419,419,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0530,30324,33371,1802,28060
420,420,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0679,208724,209026,13124,209958
421,421,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0193,175796,175608,10987,175726
422,422,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0429,25750,24932,1442,22803
423,423,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0347,102142,102685,6433,103160
424,424,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0344,0,0,0,0
425,425,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0299,117606,118945,7504,120612
426,426,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0858,33909,34284,2056,32369
427,427,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0328,9401,9168,563,8981
428,428,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0043,129294,129881,8198,131711
429,429,682467_1368610_2017-08-11_102d_BGRN_Analytic_s0025,0,0,0,0
430,430,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0411,0,0,0,0
431,431,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0323,160074,160889,10154,162652
432,432,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0774,117896,117932,7395,118666
433,433,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0794,137399,138596,8713,139653
434,434,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0279,178502,178738,11185,179109
435,435,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0022,166823,168585,10547,169219
436,436,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0599,146979,148352,9310,149458
437,437,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0543,0,0,0,0
438,438,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0090,154921,154932,9680,154869
439,439,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0467,149391,149753,9395,150106
440,440,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0370,100756,100902,6344,101680
441,441,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0413,121412,121593,7631,122118
442,442,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0918,173149,174848,11078,177994
443,443,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0416,0,0,0,0
444,444,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0142,221972,222845,14014,224457
445,445,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0668,170221,170766,10746,172238
446,446,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0411,0,0,0,0
447,447,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0159,0,0,0,0
448,448,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0800,114835,115967,7343,117969
449,449,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0060,144675,144872,9065,145034
450,450,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0032,124264,124333,7779,124451
451,451,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0372,139721,139806,8837,141939
452,452,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0119,182594,183183,11461,183461
453,453,715013_1166017_2017-08-27_1032_BGRN_Analytic_s0004,226366,226303,14186,227496
454,454,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0366,45381,45458,2793,44166
455,455,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0118,5604,4940,180,2576
456,456,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0474,204035,203945,12761,204515
457,457,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0369,195737,196512,12460,200312
458,458,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0560,1004,1003,36,475
459,459,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0678,196007,196729,12372,198416
460,460,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0329,204192,204988,12867,206250
461,461,660571_1269313_2017-08-01_1028_BGRN_Analytic_s0081,195297,196124,12279,196675
462,462,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0153,189545,189621,11907,191058
463,463,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0312,1325,1368,69,1030
464,464,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0957,26745,26644,1565,24555
465,465,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0451,154189,155053,9779,156717
466,466,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0166,156883,157809,9940,158855
467,467,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0843,0,0,0,0
468,468,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0255,0,0,0,0
469,469,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0170,15175,15247,932,14541
470,470,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0485,153142,154048,9692,155340
471,471,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0269,57180,56651,3482,55904
472,472,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0688,0,0,0,0
473,473,676207_1269313_2017-08-08_0f15_BGRN_Analytic_s0046,107717,108195,6755,108172
474,474,715013_1166017_2017-08-27_1032_BGRN_Analytic_s0050,227528,227650,14271,228602
475,475,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0442,187096,187716,11766,188273
476,476,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0346,210625,211696,13328,214165
477,477,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0286,150606,153164,9625,154484
478,478,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0086,5266,5785,337,5054
479,479,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0346,141829,142987,8974,143843
480,480,635218_1368610_2017-07-20_1011_BGRN_Analytic_s0159,21619,21665,1349,21582
481,481,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0196,99268,95855,5929,95110
482,482,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0754,115572,115571,7244,115922
483,483,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0180,159519,162256,10325,166200
484,484,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0157,0,0,0,0
485,485,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0523,18973,18776,1143,17684
486,486,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0946,189890,189411,11905,190881
487,487,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0569,185633,186766,11710,187750
488,488,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0264,93041,93733,5834,93049
489,489,676207_1269313_2017-08-08_0f15_BGRN_Analytic_s0201,180312,180743,11366,182885
490,490,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0965,48714,48641,3044,48591
491,491,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0027,4185,4463,264,3923
492,492,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0362,0,0,0,0
493,493,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0927,7691,7515,448,6940
494,494,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0030,189744,189674,11852,189663
495,495,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0396,174478,174441,10955,175379
496,496,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0504,9323,9254,493,7489
497,497,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0759,44553,45122,2818,45093
498,498,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0101,156347,157192,9923,159462
499,499,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0223,0,0,0,0
500,500,660571_1269313_2017-08-01_1028_BGRN_Analytic_s0780,88110,88486,5574,89214
501,501,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0658,153664,154287,9695,155373
502,502,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0016,0,0,0,0
503,503,521630_1166117_2017-05-28_1008_BGRN_Analytic_s0086,204922,204080,12801,205556
504,504,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0028,183329,183222,11475,183532
505,505,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0791,162201,162280,10164,162529
506,506,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0071,61939,62573,3774,59348
507,507,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0219,91139,90105,5694,91238
508,508,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0220,170398,170187,10676,170699
509,509,682789_1269014_2017-08-10_1018_BGRN_Analytic_s0254,115857,116025,7292,116539
510,510,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0453,19438,18116,1050,16788
511,511,514940_1168617_2017-05-22_102d_BGRN_Analytic_s0600,0,0,0,0
512,512,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0521,0,0,0,0
513,513,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0517,86081,87376,5439,86649
514,514,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0646,169120,169496,10666,170692
515,515,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0737,121729,121517,7600,121510
516,516,656866_1269014_2017-07-30_1033_BGRN_Analytic_s0424,85457,85286,5348,85441
517,517,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0523,151616,154448,9825,158233
518,518,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0262,184891,185968,11646,186312
519,519,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0601,0,0,0,0
520,520,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0864,15690,15327,916,14363
521,521,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0527,179689,181959,11491,184688
522,522,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0676,47177,46756,2920,46474
523,523,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0679,0,0,0,0
524,524,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0600,221659,221710,13901,222689
525,525,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0259,34458,36638,2007,30965
526,526,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0151,128188,130136,8257,133365
527,527,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0304,24007,23480,1381,21528
528,528,682789_1269014_2017-08-10_1018_BGRN_Analytic_s0161,180971,181130,11370,182401
529,529,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0017,119498,120301,7652,123562
530,530,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0258,25270,25417,1384,21347
531,531,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0240,845,850,48,793
532,532,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0394,141235,141577,8918,143075
533,533,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0842,81678,81856,5121,82076
534,534,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0617,193644,194687,12234,196449
535,535,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0497,89875,90250,5623,89636
536,536,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0057,171951,172491,10859,174606
537,537,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0430,121507,122634,7677,122822
538,538,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0211,89028,90743,5645,90907
539,539,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0414,144245,145302,9248,147884
540,540,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0876,207723,211152,13407,215588
541,541,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0702,161564,161698,10155,162707
542,542,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0159,32151,31077,1848,29242
543,543,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0499,181426,183021,11569,185467
544,544,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0361,782,736,40,586
545,545,716222_1368610_2017-08-27_0e0f_BGRN_Analytic_s0876,0,0,0,0
546,546,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0204,154740,155549,9746,155886
547,547,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0067,0,0,0,0
548,548,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0004,187706,187507,11728,187717
549,549,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0795,130724,130734,8210,131461
550,550,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0441,109133,109263,6850,109318
551,551,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0085,81351,81642,5125,82183
552,552,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0541,177014,178353,11207,180123
553,553,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0382,53939,53606,3304,52392
554,554,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0089,58358,59026,3650,58329
555,555,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0664,185467,186036,11686,187276
556,556,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0580,165946,166217,10401,166280
557,557,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0191,77117,77780,4854,77570
558,558,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0221,131921,131113,8256,132274
559,559,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0072,85182,85286,5302,84405
560,560,656866_1269014_2017-07-30_1033_BGRN_Analytic_s0371,118972,119324,7484,119942
561,561,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0507,44480,47134,2781,43726
562,562,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0579,6912,7780,358,5288
563,563,682789_1269014_2017-08-10_1018_BGRN_Analytic_s0096,34726,34286,2097,33492
564,564,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0975,78297,78463,4942,78739
565,565,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0018,190208,190868,11979,191756
566,566,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0758,155490,158434,10015,160871
567,567,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0871,117015,117735,7399,119128
568,568,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0244,93880,93885,5863,93821
569,569,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0639,112600,113055,7085,113554
570,570,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0074,17442,17462,1083,17551
571,571,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0800,163826,164939,10359,166524
572,572,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0872,86489,87219,5451,87393
573,573,647540_1066622_2017-07-26_0e3a_BGRN_Analytic_s0363,139694,142416,9075,146399
574,574,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0160,141354,141476,8854,141451
575,575,661490_1269014_2017-08-01_1024_BGRN_Analytic_s0521,194462,194442,12171,195051
576,576,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0106,104261,100561,6323,101118
577,577,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0889,190126,190300,11963,191551
578,578,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0138,221202,221455,13920,222875
579,579,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0606,142252,142221,8948,143179
580,580,682467_1368610_2017-08-11_102d_BGRN_Analytic_s0544,0,0,0,0
581,581,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0187,168136,169263,10607,169897
582,582,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0018,0,0,0,0
583,583,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0335,168376,168198,10521,168188
584,584,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0469,92273,92507,5802,92979
585,585,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0443,211423,212102,13301,213465
586,586,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0643,193323,194346,12200,195490
587,587,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0472,117611,118564,7446,119099
588,588,660535_1066622_2017-08-01_1041_BGRN_Analytic_s1010,183024,185799,11871,190765
589,589,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0529,2913,2836,174,2647
590,590,503058_1168617_2017-05-14_0e0f_BGRN_Analytic_s0240,0,0,0,0
591,591,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0219,167416,167615,10565,169335
592,592,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0538,23462,23548,1447,22958
593,593,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0075,102199,102514,6422,102717
594,594,660571_1269313_2017-08-01_1028_BGRN_Analytic_s0307,174781,175315,10983,176225
595,595,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0143,0,0,0,0
596,596,682467_1368610_2017-08-11_102d_BGRN_Analytic_s0197,0,0,0,0
597,597,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0061,8492,8424,511,7975
598,598,684055_1269313_2017-08-12_0f43_BGRN_Analytic_s0694,1750,1778,60,839
599,599,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0088,41006,41291,2532,39720
600,600,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0905,60513,60504,3789,60605
601,601,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0512,204006,203873,12758,204436
602,602,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0018,2852,2910,171,2688
603,603,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0189,124555,125070,7828,125170
604,604,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0178,15175,15269,933,14839
605,605,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0711,0,0,0,0
606,606,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0959,153821,153859,9665,155103
607,607,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0626,84879,85482,5295,84613
608,608,635218_1368610_2017-07-20_1011_BGRN_Analytic_s0047,3712,3698,234,3796
609,609,585620_1166117_2017-06-28_0f22_BGRN_Analytic_s0324,215181,215345,13482,215735
610,610,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0619,173169,173354,10847,173707
611,611,603777_1368808_2017-07-06_1041_BGRN_Analytic_s0582,62410,62425,3906,62565
612,612,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0341,115243,115644,7270,116232
613,613,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0547,22855,22715,1430,22629
614,614,715013_1166017_2017-08-27_1032_BGRN_Analytic_s0190,201203,200847,12588,201634
615,615,715013_1166017_2017-08-27_1032_BGRN_Analytic_s0123,204888,205349,13023,209883
616,616,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0273,17564,17710,1045,16207
617,617,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0163,164321,164628,10290,164947
618,618,498793_1166117_2017-05-11_0e14_BGRN_Analytic_s0344,82050,81031,5056,80708
619,619,584870_1368808_2017-06-27_1038_BGRN_Analytic_s0199,140499,141115,8856,142541
620,620,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0257,10294,10249,582,8945
621,621,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0242,120112,121365,7584,121326
622,622,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0031,65436,64323,3950,62396
623,623,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0571,74773,74500,4633,73636
624,624,663913_1269014_2017-08-02_1042_BGRN_Analytic_s0011,1195,1197,74,1169
625,625,613323_1268017_2017-07-10_103e_BGRN_Analytic_s0221,48,46,2,29
626,626,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0731,14903,15052,919,14489
627,627,585726_1269313_2017-06-28_1010_BGRN_Analytic_s0133,177212,178509,11213,179840
628,628,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0346,106061,107855,6781,108031
629,629,656866_1269014_2017-07-30_1033_BGRN_Analytic_s0227,168809,169168,10615,170250
630,630,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0160,226514,226576,14176,226785
631,631,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0615,60640,60549,3711,58713
632,632,693353_1066622_2017-08-17_1032_BGRN_Analytic_s0196,160352,162059,10278,166119
633,633,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0377,175595,176220,11032,176901
634,634,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0092,61048,61039,3812,60927
635,635,624964_1066622_2017-07-15_0f28_BGRN_Analytic_s0824,56836,57185,3532,56298
636,636,631880_1066622_2017-07-18_101e_BGRN_Analytic_s0250,180997,181558,11375,182155
637,637,682467_1368610_2017-08-11_102d_BGRN_Analytic_s0456,432,413,16,265
638,638,622194_1368808_2017-07-14_102d_BGRN_Analytic_s0554,153868,154517,9717,155582
639,639,656866_1269014_2017-07-30_1033_BGRN_Analytic_s0217,35763,36253,2242,35969
640,640,492899_1166117_2017-05-06_1041_BGRN_Analytic_s0041,0,0,0,0
641,641,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0182,95545,95499,5992,95619
642,642,590376_1066622_2017-06-30_101a_BGRN_Analytic_s0126,37471,38635,2381,37923
643,643,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0187,152369,155011,9699,155219
644,644,570602_1166117_2017-06-22_1013_BGRN_Analytic_s0302,161493,161403,10075,161399
645,645,592143_1269313_2017-07-01_1006_BGRN_Analytic_s0815,137232,137973,8657,138672
646,646,581200_1368610_2017-06-26_1030_BGRN_Analytic_s0389,435,442,24,438
647,647,660535_1066622_2017-08-01_1041_BGRN_Analytic_s0172,64002,64843,4079,65201
648,648,656866_1269014_2017-07-30_1033_BGRN_Analytic_s0537,46040,46397,2889,46461
649,649,640681_1269014_2017-07-23_1030_BGRN_Analytic_s0080,128290,128185,8040,128637
650,650,667525_1269014_2017-08-04_1022_BGRN_Analytic_s0248,143668,144372,9037,144775
651,651,637302_1368610_2017-07-21_0f34_BGRN_Analytic_s0168,118024,118372,7411,118474
652,652,580411_1368808_2017-06-26_1007_BGRN_Analytic_s0541,93343,93938,5911,94474
